gene,chr,start,stop,lead_or_lag
YCR108C,chrIII,315997,316188,-
YDL248W,chrIV,1802,2953,+
YDL247W-A,chrIV,3762,3836,+
YDL247W,chrIV,5985,7814,+
YDL246C,chrIV,8683,9756,-
YDL245C,chrIV,11657,13360,-
YDL244W,chrIV,16204,17226,+
YDL243C,chrIV,17577,18566,-
YDL242W,chrIV,18959,19312,+
YDL241W,chrIV,20635,21006,+
YDL240C-A,chrIV,22471,22608,-
YDL240W,chrIV,22823,25876,+
YDL239C,chrIV,26403,28775,-
YDL238C,chrIV,28985,30454,-
YDL237W,chrIV,30657,31829,+
YDL236W,chrIV,32296,33234,+
YDL235C,chrIV,33415,33918,-
YDL234C,chrIV,34237,36477,-
YDL233W,chrIV,36797,38173,+
YDL232W,chrIV,38487,38597,+
YDL231C,chrIV,38867,42244,-
YDL230W,chrIV,42700,43707,+
YDL229W,chrIV,44065,45906,+
YDL228C,chrIV,45277,45918,-
YDL227C,chrIV,46271,48031,-
YDL226C,chrIV,51115,52173,-
YDL225W,chrIV,52445,54100,+
YDL224C,chrIV,54397,56346,-
YDL223C,chrIV,57265,60405,-
YDL222C,chrIV,60872,61801,-
YDL221W,chrIV,62011,62562,+
YDL220C,chrIV,62244,65018,-
YDL219W,chrIV,65242,65765,+
YDL218W,chrIV,66493,67446,+
YDL217C,chrIV,67983,68606,-
YDL216C,chrIV,68997,70319,-
YDL215C,chrIV,70640,73918,-
YDL214C,chrIV,74446,76545,-
YDL213C,chrIV,77289,77966,-
YDL212W,chrIV,78426,79058,+
YDL211C,chrIV,79294,80412,-
YDL210W,chrIV,84270,85985,+
YDL209C,chrIV,86207,87226,-
YDL208W,chrIV,87512,87982,+
YDL207W,chrIV,88248,89864,+
YDL206W,chrIV,90176,92464,+
YDL205C,chrIV,92762,93745,-
YDL204W,chrIV,94605,95786,+
YDL203C,chrIV,96082,97953,-
YDL202W,chrIV,98475,99224,+
YDL201W,chrIV,99561,100421,+
YDL200C,chrIV,100501,101067,-
YDL199C,chrIV,101290,103353,-
YDL198C,chrIV,103649,104551,-
YDL197C,chrIV,104917,106494,-
YDL196W,chrIV,106741,107070,+
YDL195W,chrIV,107208,111029,+
YDL194W,chrIV,111580,114234,+
YDL193W,chrIV,114672,115799,+
YDL192W,chrIV,116321,116866,+
YDL191W,chrIV,117664,118517,+
YDL190C,chrIV,118707,121592,-
YDL189W,chrIV,122078,123589,+
YDL188C,chrIV,123865,124998,-
YDL187C,chrIV,125509,125838,-
YDL186W,chrIV,125616,126449,+
YDL185C-A,chrIV,126608,126835,-
YDL185W,chrIV,126787,130002,+
YDL184C,chrIV,130407,130484,-
YDL183C,chrIV,130871,131833,-
YDL182W,chrIV,133437,134723,+
YDL181W,chrIV,135179,135436,+
YDL180W,chrIV,135896,137539,+
YDL179W,chrIV,138291,139205,+
YDL178W,chrIV,139522,141114,+
YDL177C,chrIV,141209,141721,-
YDL176W,chrIV,142097,144223,+
YDL175C,chrIV,144484,145518,-
YDL174C,chrIV,145826,147589,-
YDL173W,chrIV,148191,149078,+
YDL172C,chrIV,148607,149086,-
YDL171C,chrIV,149203,155640,-
YDL170W,chrIV,156318,157904,+
YDL169C,chrIV,158064,158735,-
YDL168W,chrIV,159604,160764,+
YDL167C,chrIV,160995,163154,-
YDL166C,chrIV,163449,164042,-
YDL165W,chrIV,164290,164865,+
YDL164C,chrIV,164987,167254,-
YDL163W,chrIV,166956,167258,+
YDL162C,chrIV,167359,167715,-
YDL161W,chrIV,167714,169078,+
YDL160C-A,chrIV,169366,169608,-
YDL160C,chrIV,170410,171930,-
YDL159W-A,chrIV,172182,172313,+
YDL159W,chrIV,172481,174028,+
YDL159C-B,chrIV,173056,173232,-
YDL158C,chrIV,173866,174174,-
YDL157C,chrIV,174232,174588,-
YDL156W,chrIV,174918,176486,+
YDL155W,chrIV,176773,178056,+
YDL154W,chrIV,178334,181039,+
YDL153C,chrIV,181186,183018,-
YDL152W,chrIV,182822,183187,+
YDL151C,chrIV,183318,183899,-
YDL150W,chrIV,183343,184611,+
YDL149W,chrIV,184925,187918,+
YDL148C,chrIV,188154,190586,-
YDL147W,chrIV,190924,192261,+
YDL146W,chrIV,192750,194225,+
YDL145C,chrIV,194571,198176,-
YDL144C,chrIV,198662,199732,-
YDL143W,chrIV,199996,201582,+
YDL142C,chrIV,201719,202570,-
YDL141W,chrIV,203039,205111,+
YDL140C,chrIV,205360,210561,-
YDL139C,chrIV,211375,212046,-
YDL138W,chrIV,213351,215642,+
YDL137W,chrIV,216158,217074,+
YDL136W,chrIV,217600,218367,+
YDL135C,chrIV,218680,219288,-
YDL134C,chrIV,219662,220771,-
YDL133C-A,chrIV,221724,221801,-
YDL133W,chrIV,222427,223740,+
YDL132W,chrIV,224304,226751,+
YDL131W,chrIV,227393,228715,+
YDL130W-A,chrIV,229171,229431,+
YDL130W,chrIV,229906,230527,+
YDL129W,chrIV,231024,231899,+
YDL128W,chrIV,232652,233887,+
YDL127W,chrIV,234927,235853,+
YDL126C,chrIV,236157,238664,-
YDL125C,chrIV,239019,239606,-
YDL124W,chrIV,240259,241197,+
YDL123W,chrIV,241418,241840,+
YDL122W,chrIV,242552,244981,+
YDL121C,chrIV,245133,245582,-
YDL120W,chrIV,245923,246447,+
YDL119C,chrIV,246689,247612,-
YDL118W,chrIV,247302,247682,+
YDL117W,chrIV,248581,251238,+
YDL116W,chrIV,251566,253746,+
YDL115C,chrIV,253995,255126,-
YDL114W-A,chrIV,254935,255048,+
YDL114W,chrIV,255604,256530,+
YDL113C,chrIV,256633,258555,-
YDL112W,chrIV,258915,263225,+
YDL111C,chrIV,263313,264110,-
YDL110C,chrIV,264512,264964,-
YDL109C,chrIV,265258,267201,-
YDL108W,chrIV,267698,268699,+
YDL107W,chrIV,268921,269976,+
YDL106C,chrIV,270222,271901,-
YDL105W,chrIV,272389,273597,+
YDL104C,chrIV,273653,274876,-
YDL103C,chrIV,275148,276581,-
YDL102W,chrIV,276872,280165,+
YDL101C,chrIV,280307,281848,-
YDL100C,chrIV,282112,283176,-
YDL099W,chrIV,283419,284444,+
YDL098C,chrIV,284581,285165,-
YDL097C,chrIV,285391,286695,-
YDL096C,chrIV,286998,287324,-
YDL095W,chrIV,287059,289512,+
YDL094C,chrIV,289572,290081,-
YDL093W,chrIV,289909,292140,+
YDL092W,chrIV,292781,293221,+
YDL091C,chrIV,293392,294759,-
YDL090C,chrIV,295034,296329,-
YDL089W,chrIV,296820,298274,+
YDL088C,chrIV,298417,300003,-
YDL087C,chrIV,300214,300999,-
YDL086W,chrIV,301413,302234,+
YDL086C-A,chrIV,301655,302089,-
YDL085C-A,chrIV,302464,302670,-
YDL085W,chrIV,303211,304848,+
YDL084W,chrIV,305237,306577,+
YDL083C,chrIV,306926,307789,-
YDL082W,chrIV,308424,309388,+
YDL081C,chrIV,309802,310122,-
YDL080C,chrIV,310642,312471,-
YDL079C,chrIV,312951,314748,-
YDL078C,chrIV,315357,316388,-
YDL077C,chrIV,316971,320120,-
YDL076C,chrIV,320668,321552,-
YDL075W,chrIV,322226,322988,+
YDL074C,chrIV,324047,326149,-
YDL073W,chrIV,326613,329567,+
YDL072C,chrIV,329836,330447,-
YDL071C,chrIV,330666,331040,-
YDL070W,chrIV,331024,332940,+
YDL069C,chrIV,333121,333810,-
YDL068W,chrIV,333500,333829,+
YDL067C,chrIV,334217,334396,-
YDL066W,chrIV,334835,336121,+
YDL065C,chrIV,336249,337277,-
YDL064W,chrIV,337487,338070,+
YDL063C,chrIV,338272,340134,-
YDL062W,chrIV,339857,340282,+
YDL061C,chrIV,340628,341219,-
YDL060W,chrIV,341619,343985,+
YDL059C,chrIV,344237,344953,-
YDL058W,chrIV,345665,351037,+
YDL057W,chrIV,351434,352420,+
YDL056W,chrIV,352877,355378,+
YDL055C,chrIV,355674,356759,-
YDL054C,chrIV,359825,361285,-
YDL053C,chrIV,361699,362256,-
YDL052C,chrIV,362672,363583,-
YDL051W,chrIV,363952,364779,+
YDL050C,chrIV,364446,364817,-
YDL049C,chrIV,365068,365874,-
YDL048C,chrIV,366739,368211,-
YDL047W,chrIV,369771,370706,+
YDL046W,chrIV,371240,371761,+
YDL045W-A,chrIV,372248,372535,+
YDL045C,chrIV,372688,373608,-
YDL044C,chrIV,373967,375289,-
YDL043C,chrIV,375680,376480,-
YDL042C,chrIV,376757,378445,-
YDL041W,chrIV,378102,378455,+
YDL040C,chrIV,378874,381438,-
YDL039C,chrIV,381985,384081,-
YDL037C,chrIV,384601,385587,-
YDL036C,chrIV,387513,388901,-
YDL035C,chrIV,389172,392057,-
YDL034W,chrIV,391783,392127,+
YDL033C,chrIV,392659,393912,-
YDL032W,chrIV,393690,394001,+
YDL031W,chrIV,394217,397204,+
YDL030W,chrIV,397537,399129,+
YDL029W,chrIV,399340,400638,+
YDL028C,chrIV,400997,403291,-
YDL027C,chrIV,403695,404957,-
YDL026W,chrIV,404749,405060,+
YDL025C,chrIV,405344,407206,-
YDL025W-A,chrIV,405410,405514,+
YDL024C,chrIV,408451,409857,-
YDL022C-A,chrIV,409808,410056,-
YDL023C,chrIV,411761,412081,-
YDL022W,chrIV,411825,413000,+
YDL021W,chrIV,413953,414888,+
YDL020C,chrIV,415113,416708,-
YDL019C,chrIV,417663,421514,-
YDL018C,chrIV,422833,423510,-
YDL017W,chrIV,424209,425732,+
YDL016C,chrIV,425570,425872,-
YDL015C,chrIV,426002,426934,-
YDL014W,chrIV,427364,428347,+
YDL013W,chrIV,429067,430926,+
YDL012C,chrIV,431108,431517,-
YDL011C,chrIV,432308,432631,-
YDL010W,chrIV,432330,433025,+
YDL009C,chrIV,432925,433248,-
YDL008W,chrIV,433497,433994,+
YDL007C-A,chrIV,436567,436824,-
YDL007W,chrIV,438047,439360,+
YDL006W,chrIV,439909,440754,+
YDL005C,chrIV,441014,442309,-
YDL004W,chrIV,443029,443511,+
YDL003W,chrIV,444683,446383,+
YDL002C,chrIV,446967,447578,-
YDL001W,chrIV,447984,449276,+
YDR001C,chrIV,450220,452475,-
YDR002W,chrIV,453045,453650,+
YDR003W,chrIV,454122,454754,+
YDR003W-A,chrIV,454782,454904,+
YDR004W,chrIV,455201,456583,+
YDR005C,chrIV,456836,458103,-
YDR006C,chrIV,458542,461247,-
YDR007W,chrIV,461842,462516,+
YDR008C,chrIV,462252,462602,-
YDR009W,chrIV,463434,464996,+
YDR010C,chrIV,465051,465383,-
YDR011W,chrIV,465919,470424,+
YDR012W,chrIV,471853,472941,+
YDR013W,chrIV,473157,473783,+
YDR014W,chrIV,474046,475989,+
YDR014W-A,chrIV,477797,478285,+
YDR015C,chrIV,477960,478199,-
YDR016C,chrIV,478474,478758,-
YDR017C,chrIV,479115,482267,-
YDR018C,chrIV,482670,483860,-
YDR019C,chrIV,484163,485365,-
YDR020C,chrIV,485746,486444,-
YDR021W,chrIV,486804,488003,+
YDR022C,chrIV,488072,488662,-
YDR023W,chrIV,489508,490896,+
YDR024W,chrIV,491017,491502,+
YDR025W,chrIV,491515,492324,+
YDR026C,chrIV,492556,494268,-
YDR027C,chrIV,494649,497318,-
YDR028C,chrIV,497835,500879,-
YDR029W,chrIV,501100,501414,+
YDR030C,chrIV,501753,503273,-
YDR031W,chrIV,503498,503863,+
YDR032C,chrIV,504099,504695,-
YDR033W,chrIV,508147,509109,+
YDR034C,chrIV,509737,512109,-
YDR034C-A,chrIV,520516,520692,-
YDR034W-B,chrIV,521314,521469,+
YDR035W,chrIV,521816,522928,+
YDR036C,chrIV,523211,524713,-
YDR037W,chrIV,525440,527215,+
YDR038C,chrIV,527422,530697,-
YDR039C,chrIV,531307,534582,-
YDR040C,chrIV,535192,538467,-
YDR041W,chrIV,539803,540414,+
YDR042C,chrIV,540601,541203,-
YDR043C,chrIV,542674,543369,-
YDR044W,chrIV,546642,547628,+
YDR045C,chrIV,547978,548310,-
YDR046C,chrIV,548762,550576,-
YDR047W,chrIV,551860,552948,+
YDR048C,chrIV,553084,553398,-
YDR049W,chrIV,553254,555152,+
YDR050C,chrIV,555726,556472,-
YDR051C,chrIV,557056,558060,-
YDR052C,chrIV,558511,560625,-
YDR053W,chrIV,560249,560644,+
YDR054C,chrIV,561440,562327,-
YDR055W,chrIV,563527,564861,+
YDR056C,chrIV,565023,565640,-
YDR057W,chrIV,565927,567555,+
YDR058C,chrIV,567723,568703,-
YDR059C,chrIV,569234,569770,-
YDR060W,chrIV,570649,573726,+
YDR061W,chrIV,574164,575783,+
YDR062W,chrIV,576474,578159,+
YDR063W,chrIV,578663,579112,+
YDR064W,chrIV,579458,580452,+
YDR065W,chrIV,580687,581784,+
YDR066C,chrIV,581908,582498,-
YDR067C,chrIV,582791,583465,-
YDR068W,chrIV,583713,584645,+
YDR069C,chrIV,584939,587719,-
YDR070C,chrIV,588098,588379,-
YDR071C,chrIV,588827,589402,-
YDR072C,chrIV,589761,591344,-
YDR073W,chrIV,592439,592948,+
YDR074W,chrIV,593893,596583,+
YDR075W,chrIV,597156,598082,+
YDR076W,chrIV,598468,599688,+
YDR077W,chrIV,600793,601809,+
YDR078C,chrIV,602198,602869,-
YDR079W,chrIV,603064,603399,+
YDR079C-A,chrIV,603593,603811,-
YDR080W,chrIV,604008,606986,+
YDR081C,chrIV,607304,610081,-
YDR082W,chrIV,610441,611925,+
YDR083W,chrIV,612073,613251,+
YDR084C,chrIV,613405,614004,-
YDR085C,chrIV,614288,616150,-
YDR086C,chrIV,616928,617170,-
YDR087C,chrIV,617470,618306,-
YDR088C,chrIV,618497,619645,-
YDR089W,chrIV,622112,624721,+
YDR090C,chrIV,625066,625998,-
YDR091C,chrIV,626708,628534,-
YDR092W,chrIV,629876,630605,+
YDR093W,chrIV,631282,636120,+
YDR094W,chrIV,635840,636175,+
YDR095C,chrIV,636117,636527,-
YDR096W,chrIV,637139,639823,+
YDR097C,chrIV,640109,643837,-
YDR098C,chrIV,644178,645035,-
YDR099W,chrIV,652781,654428,+
YDR100W,chrIV,655013,655444,+
YDR101C,chrIV,655686,657467,-
YDR102C,chrIV,657648,657980,-
YDR103W,chrIV,658350,661103,+
YDR104C,chrIV,661173,664910,-
YDR105C,chrIV,665349,666770,-
YDR106W,chrIV,667004,667858,+
YDR107C,chrIV,669016,671034,-
YDR108W,chrIV,671269,673365,+
YDR109C,chrIV,673520,675667,-
YDR110W,chrIV,676102,677802,+
YDR111C,chrIV,678241,679764,-
YDR112W,chrIV,679544,679852,+
YDR113C,chrIV,680496,681617,-
YDR114C,chrIV,681924,682226,-
YDR115W,chrIV,682175,682492,+
YDR116C,chrIV,682724,683581,-
YDR117C,chrIV,683946,685643,-
YDR118W,chrIV,685882,687840,+
YDR118W-A,chrIV,687768,687884,+
YDR119W,chrIV,688227,690533,+
YDR119W-A,chrIV,691014,691214,+
YDR120C,chrIV,691549,693261,-
YDR121W,chrIV,693585,694175,+
YDR122W,chrIV,694700,697894,+
YDR123C,chrIV,698554,699468,-
YDR124W,chrIV,700315,701289,+
YDR125C,chrIV,701397,702758,-
YDR126W,chrIV,703234,704244,+
YDR127W,chrIV,704484,709250,+
YDR128W,chrIV,709549,712995,+
YDR129C,chrIV,713340,715379,-
YDR130C,chrIV,715747,716622,-
YDR131C,chrIV,716790,718460,-
YDR132C,chrIV,718816,720303,-
YDR133C,chrIV,720962,721297,-
YDR135C,chrIV,723004,727551,-
YDR136C,chrIV,727711,728283,-
YDR137W,chrIV,728259,730250,+
YDR138W,chrIV,730578,732836,+
YDR139C,chrIV,733618,733924,-
YDR140W,chrIV,734138,734803,+
YDR141C,chrIV,734901,739997,-
YDR142C,chrIV,740473,741600,-
YDR143C,chrIV,742042,743874,-
YDR144C,chrIV,744311,746101,-
YDR145W,chrIV,746738,748357,+
YDR146C,chrIV,748613,750742,-
YDR147W,chrIV,751631,753235,+
YDR148C,chrIV,753675,755066,-
YDR149C,chrIV,755555,756262,-
YDR150W,chrIV,755628,763874,+
YDR151C,chrIV,764178,765155,-
YDR152W,chrIV,765706,766503,+
YDR153C,chrIV,766736,767971,-
YDR154C,chrIV,768403,768753,-
YDR155C,chrIV,768512,769000,-
YDR156W,chrIV,769525,769938,+
YDR157W,chrIV,769931,770332,+
YDR158W,chrIV,770357,771454,+
YDR159W,chrIV,771877,775782,+
YDR160W,chrIV,776163,778721,+
YDR161W,chrIV,779043,780206,+
YDR162C,chrIV,780390,781100,-
YDR163W,chrIV,781423,781950,+
YDR164C,chrIV,782041,784215,-
YDR165W,chrIV,784871,786205,+
YDR166C,chrIV,786306,789221,-
YDR167W,chrIV,789449,790069,+
YDR168W,chrIV,790328,791848,+
YDR169C,chrIV,792348,793889,-
YDR169C-A,chrIV,794574,794723,-
YDR170C,chrIV,796193,802222,-
YDR171W,chrIV,806621,807748,+
YDR172W,chrIV,808324,810381,+
YDR173C,chrIV,810565,811632,-
YDR174W,chrIV,812110,812850,+
YDR175C,chrIV,813193,814152,-
YDR176W,chrIV,814452,816560,+
YDR177W,chrIV,816878,817525,+
YDR178W,chrIV,817950,818495,+
YDR179C,chrIV,818708,819196,-
YDR179W-A,chrIV,819433,820824,+
YDR180W,chrIV,821295,825776,+
YDR181C,chrIV,825910,827355,-
YDR182W,chrIV,827582,829057,+
YDR182W-A,chrIV,829151,829354,+
YDR183W,chrIV,829585,830277,+
YDR183C-A,chrIV,830397,830654,-
YDR184C,chrIV,830629,831513,-
YDR185C,chrIV,831934,832473,-
YDR186C,chrIV,832859,835492,-
YDR187C,chrIV,836228,836746,-
YDR188W,chrIV,836421,838061,+
YDR189W,chrIV,838392,840392,+
YDR190C,chrIV,840604,841995,-
YDR191W,chrIV,842337,843449,+
YDR192C,chrIV,843569,844861,-
YDR193W,chrIV,844554,844952,+
YDR194C,chrIV,845952,847946,-
YDR194W-A,chrIV,848071,848223,+
YDR195W,chrIV,848599,850200,+
YDR196C,chrIV,850274,850999,-
YDR197W,chrIV,851228,852397,+
YDR198C,chrIV,852533,853972,-
YDR199W,chrIV,854175,854540,+
YDR200C,chrIV,854279,856093,-
YDR201W,chrIV,856317,856814,+
YDR202C,chrIV,856898,857953,-
YDR203W,chrIV,857682,857999,+
YDR204W,chrIV,858137,859144,+
YDR205W,chrIV,859346,861520,+
YDR206W,chrIV,862054,864708,+
YDR207C,chrIV,865012,867522,-
YDR208W,chrIV,868224,870563,+
YDR209C,chrIV,871036,871449,-
YDR210W,chrIV,871074,871301,+
YDR211W,chrIV,884727,886865,+
YDR212W,chrIV,887232,888911,+
YDR213W,chrIV,889751,892492,+
YDR214W,chrIV,892875,893927,+
YDR215C,chrIV,894089,894502,-
YDR216W,chrIV,895035,899006,+
YDR217C,chrIV,899551,903480,-
YDR218C,chrIV,903781,905052,-
YDR219C,chrIV,905455,906852,-
YDR220C,chrIV,907000,907293,-
YDR221W,chrIV,907330,909438,+
YDR222W,chrIV,910054,911301,+
YDR223W,chrIV,912099,913502,+
YDR224C,chrIV,914317,914712,-
YDR225W,chrIV,915530,915928,+
YDR226W,chrIV,916486,917154,+
YDR227W,chrIV,917571,921647,+
YDR228C,chrIV,921926,923806,-
YDR229W,chrIV,924785,926146,+
YDR230W,chrIV,926223,926570,+
YDR231C,chrIV,926293,926910,-
YDR232W,chrIV,927452,929098,+
YDR233C,chrIV,929470,930357,-
YDR234W,chrIV,931129,933210,+
YDR235W,chrIV,933504,935138,+
YDR236C,chrIV,935236,935892,-
YDR237W,chrIV,936615,937493,+
YDR238C,chrIV,937895,940816,-
YDR239C,chrIV,941057,943420,-
YDR240C,chrIV,943674,945152,-
YDR241W,chrIV,945151,945438,+
YDR242W,chrIV,946807,948456,+
YDR243C,chrIV,948518,950284,-
YDR244W,chrIV,950563,952401,+
YDR245W,chrIV,952800,953981,+
YDR246W,chrIV,954288,954947,+
YDR246W-A,chrIV,955133,955333,+
YDR247W,chrIV,956013,957398,+
YDR248C,chrIV,957758,958339,-
YDR249C,chrIV,958681,959802,-
YDR250C,chrIV,960086,960361,-
YDR251W,chrIV,960614,963106,+
YDR252W,chrIV,963412,963861,+
YDR253C,chrIV,963990,964565,-
YDR254W,chrIV,965113,966489,+
YDR255C,chrIV,966557,967822,-
YDR256C,chrIV,968133,969680,-
YDR257C,chrIV,969990,971474,-
YDR258C,chrIV,971808,974243,-
YDR259C,chrIV,974631,975782,-
YDR260C,chrIV,976717,977229,-
YDR261C,chrIV,977521,979209,-
YDR262W,chrIV,993134,993952,+
YDR263C,chrIV,994242,995534,-
YDR264C,chrIV,996029,998323,-
YDR265W,chrIV,998864,999877,+
YDR266C,chrIV,1000104,1002023,-
YDR267C,chrIV,1002510,1003502,-
YDR268W,chrIV,1004004,1005143,+
YDR269C,chrIV,1005665,1005988,-
YDR270W,chrIV,1005675,1008689,+
YDR271C,chrIV,1008395,1008766,-
YDR272W,chrIV,1009010,1009834,+
YDR273W,chrIV,1010176,1011273,+
YDR274C,chrIV,1011589,1011960,-
YDR275W,chrIV,1012252,1012959,+
YDR276C,chrIV,1013476,1013643,-
YDR277C,chrIV,1014401,1015702,-
YDR278C,chrIV,1017001,1017318,-
YDR279W,chrIV,1019368,1020420,+
YDR280W,chrIV,1020747,1021664,+
YDR281C,chrIV,1022007,1022321,-
YDR282C,chrIV,1023511,1024755,-
YDR283C,chrIV,1025070,1030049,-
YDR284C,chrIV,1030550,1031419,-
YDR285W,chrIV,1032436,1035063,+
YDR286C,chrIV,1035231,1035575,-
YDR287W,chrIV,1035995,1036873,+
YDR288W,chrIV,1037195,1038106,+
YDR289C,chrIV,1038280,1039509,-
YDR290W,chrIV,1039370,1039699,+
YDR291W,chrIV,1039728,1042961,+
YDR292C,chrIV,1043146,1045011,-
YDR293C,chrIV,1045640,1049392,-
YDR294C,chrIV,1050459,1052228,-
YDR295C,chrIV,1052623,1054647,-
YDR296W,chrIV,1055212,1055892,+
YDR297W,chrIV,1056551,1057600,+
YDR298C,chrIV,1058176,1058814,-
YDR299W,chrIV,1059627,1061231,+
YDR300C,chrIV,1061505,1062791,-
YDR301W,chrIV,1063352,1067425,+
YDR302W,chrIV,1067731,1068390,+
YDR303C,chrIV,1068729,1071386,-
YDR304C,chrIV,1071880,1072557,-
YDR305C,chrIV,1072746,1073488,-
YDR306C,chrIV,1073735,1075171,-
YDR307W,chrIV,1075865,1077853,+
YDR308C,chrIV,1078027,1078449,-
YDR309C,chrIV,1079048,1080199,-
YDR310C,chrIV,1081128,1084316,-
YDR311W,chrIV,1085065,1086993,+
YDR312W,chrIV,1087581,1088942,+
YDR313C,chrIV,1089219,1090079,-
YDR314C,chrIV,1090433,1092511,-
YDR315C,chrIV,1092741,1093586,-
YDR316W,chrIV,1093763,1095178,+
YDR317W,chrIV,1102184,1103428,+
YDR318W,chrIV,1103758,1104947,+
YDR319C,chrIV,1105003,1105827,-
YDR320C,chrIV,1106095,1108101,-
YDR320C-A,chrIV,1108280,1108498,-
YDR320W-B,chrIV,1108484,1108621,+
YDR321W,chrIV,1108702,1109847,+
YDR322W,chrIV,1110589,1111692,+
YDR322C-A,chrIV,1112003,1112293,-
YDR323C,chrIV,1112480,1114027,-
YDR324C,chrIV,1114433,1116763,-
YDR325W,chrIV,1117126,1120233,+
YDR326C,chrIV,1120609,1124925,-
YDR327W,chrIV,1125302,1125628,+
YDR328C,chrIV,1125434,1126018,-
YDR329C,chrIV,1126270,1127595,-
YDR330W,chrIV,1127872,1129374,+
YDR331W,chrIV,1129588,1130823,+
YDR332W,chrIV,1131001,1133070,+
YDR333C,chrIV,1133260,1135431,-
YDR334W,chrIV,1135932,1140476,+
YDR335W,chrIV,1141168,1144842,+
YDR336W,chrIV,1145092,1146036,+
YDR337W,chrIV,1146319,1147179,+
YDR338C,chrIV,1147379,1149466,-
YDR339C,chrIV,1149951,1150520,-
YDR340W,chrIV,1150881,1151183,+
YDR341C,chrIV,1151803,1153626,-
YDR342C,chrIV,1154216,1155928,-
YDR343C,chrIV,1159608,1161320,-
YDR344C,chrIV,1162006,1162449,-
YDR345C,chrIV,1162957,1164660,-
YDR346C,chrIV,1167214,1168659,-
YDR347W,chrIV,1169178,1170143,+
YDR348C,chrIV,1170326,1171825,-
YDR349C,chrIV,1172386,1174176,-
YDR350C,chrIV,1176120,1178174,-
YDR351W,chrIV,1178666,1181260,+
YDR352W,chrIV,1181801,1182754,+
YDR353W,chrIV,1183299,1184258,+
YDR354W,chrIV,1184747,1185889,+
YDR354C-A,chrIV,1185139,1185282,-
YDR355C,chrIV,1186067,1186369,-
YDR356W,chrIV,1186107,1188941,+
YDR357C,chrIV,1189199,1189567,-
YDR358W,chrIV,1190059,1191732,+
YDR359C,chrIV,1191936,1194884,-
YDR360W,chrIV,1194598,1195032,+
YDR361C,chrIV,1195412,1196263,-
YDR362C,chrIV,1196679,1198697,-
YDR363W,chrIV,1199183,1200553,+
YDR363W-A,chrIV,1202128,1202397,+
YDR364C,chrIV,1202843,1204210,-
YDR365C,chrIV,1204497,1206383,-
YDR366C,chrIV,1212438,1212836,-
YDR367W,chrIV,1212848,1213614,+
YDR368W,chrIV,1213904,1214842,+
YDR369C,chrIV,1215016,1217580,-
YDR370C,chrIV,1217782,1219110,-
YDR371W,chrIV,1219413,1220948,+
YDR371C-A,chrIV,1219509,1219613,-
YDR372C,chrIV,1221112,1222149,-
YDR373W,chrIV,1222759,1223331,+
YDR374C,chrIV,1223474,1224394,-
YDR374W-A,chrIV,1224757,1225026,+
YDR375C,chrIV,1225166,1226536,-
YDR376W,chrIV,1226822,1228303,+
YDR377W,chrIV,1228611,1228916,+
YDR378C,chrIV,1229349,1229609,-
YDR379W,chrIV,1230167,1233196,+
YDR379C-A,chrIV,1233278,1233517,-
YDR380W,chrIV,1234218,1236125,+
YDR381W,chrIV,1236558,1238004,+
YDR381C-A,chrIV,1238312,1238850,-
YDR382W,chrIV,1239492,1239824,+
YDR383C,chrIV,1239960,1240676,-
YDR384C,chrIV,1241204,1242031,-
YDR385W,chrIV,1243230,1245758,+
YDR386W,chrIV,1246084,1247982,+
YDR387C,chrIV,1248154,1249821,-
YDR388W,chrIV,1250186,1251634,+
YDR389W,chrIV,1252537,1254501,+
YDR390C,chrIV,1254937,1256847,-
YDR391C,chrIV,1257358,1258056,-
YDR392W,chrIV,1258696,1259709,+
YDR393W,chrIV,1259901,1261271,+
YDR394W,chrIV,1261681,1262967,+
YDR395W,chrIV,1263324,1266158,+
YDR396W,chrIV,1266295,1266795,+
YDR397C,chrIV,1266366,1266898,-
YDR398W,chrIV,1267471,1269402,+
YDR399W,chrIV,1270068,1270733,+
YDR400W,chrIV,1271063,1272085,+
YDR401W,chrIV,1272223,1272786,+
YDR402C,chrIV,1272234,1273703,-
YDR403W,chrIV,1274602,1276212,+
YDR404C,chrIV,1276654,1277169,-
YDR405W,chrIV,1277646,1278437,+
YDR406W,chrIV,1279210,1283799,+
YDR406W-A,chrIV,1283799,1284044,+
YDR407C,chrIV,1284069,1287938,-
YDR408C,chrIV,1288215,1288859,-
YDR409W,chrIV,1289406,1292120,+
YDR410C,chrIV,1292372,1293091,-
YDR411C,chrIV,1293369,1294394,-
YDR412W,chrIV,1294693,1295400,+
YDR413C,chrIV,1294836,1295411,-
YDR414C,chrIV,1295598,1296686,-
YDR415C,chrIV,1297037,1298161,-
YDR416W,chrIV,1298432,1301011,+
YDR417C,chrIV,1301555,1301926,-
YDR418W,chrIV,1301616,1302113,+
YDR419W,chrIV,1303174,1305072,+
YDR420W,chrIV,1306267,1311675,+
YDR421W,chrIV,1312040,1314892,+
YDR422C,chrIV,1315326,1317773,-
YDR423C,chrIV,1318046,1319275,-
YDR424C,chrIV,1319387,1319841,-
YDR425W,chrIV,1320064,1321941,+
YDR426C,chrIV,1321629,1322006,-
YDR427W,chrIV,1322205,1323386,+
YDR428C,chrIV,1323454,1324239,-
