gene,domain_start,domain_end
YMR080C,61,208
YMR080C,524,608
YMR083W,209,336
YMR083W,58,164
YMR084W,79,203
YMR085W,108,235
YMR085W,281,413
YMR087W,1,282
YMR088C,42,464
YMR089C,385,517
YMR089C,582,781
YMR089C,184,277
YMR090W,10,203
YMR091C,122,253
YMR092C,57,93
YMR092C,331,362
YMR093W,248,285
YMR093W,159,197
YMR093W,366,511
YMR093W,124,153
YMR095C,18,222
YMR096W,6,212
YMR097C,153,273
YMR098C,106,246
YMR098C,303,594
YMR099C,17,285
YMR100W,516,555
YMR101C,73,291
YMR102C,270,304
YMR102C,174,201
YMR102C,311,347
YMR104C,620,660
YMR104C,346,599
YMR105C,461,533
YMR105C,309,429
YMR105C,16,159
YMR105C,192,298
YMR106C,241,455
YMR106C,5,231
YMR108W,93,256
YMR108W,289,431
YMR108W,496,643
YMR109W,39,702
YMR109W,1092,1139
YMR109W,760,955
YMR110C,43,463
YMR111C,296,385
YMR112C,23,92
YMR113W,29,246
YMR114C,1,239
YMR116C,191,224
YMR116C,11,45
YMR116C,101,134
YMR116C,290,313
YMR116C,56,93
YMR116C,138,182
YMR117C,90,210
YMR118C,69,191
YMR119W,566,612
YMR120C,136,460
YMR120C,17,131
YMR121C,2,187
YMR123W,2,74
YMR125W,40,252
YMR125W,346,541
YMR125W,582,828
YMR127C,130,306
YMR128W,879,1005
YMR128W,1043,1184
YMR128W,399,566
YMR128W,729,817
YMR130W,24,230
YMR131C,321,350
YMR131C,408,446
YMR131C,108,175
YMR132C,11,104
YMR133W,12,324
YMR135C,130,298
YMR136W,472,504
YMR137C,489,637
YMR138W,4,186
YMR139W,42,322
YMR142C,9,175
YMR145C,114,443
YMR146C,43,80
YMR146C,5,37
YMR146C,287,319
YMR148W,6,74
YMR149W,63,282
YMR150C,37,97
YMR152W,211,362
YMR153W,247,356
YMR155W,22,190
YMR156C,30,236
YMR158W,6,154
YMR159C,67,143
YMR161W,21,82
YMR162C,757,847
YMR162C,298,528
YMR162C,1256,1504
YMR162C,135,191
YMR162C,937,1148
YMR164C,53,79
YMR165C,1,103
YMR165C,350,583
YMR166C,149,243
YMR166C,52,141
YMR166C,253,363
YMR167W,510,769
YMR167W,24,128
YMR167W,213,334
YMR168C,12,45
YMR168C,101,607
YMR169C,33,498
YMR170C,33,498
YMR171C,239,371
YMR172W,617,694
YMR174C,1,68
YMR176W,190,275
YMR176W,1240,1289
YMR177W,165,372
YMR178W,7,175
YMR180C,61,278
YMR182C,19,44
YMR183C,230,282
YMR183C,39,229
YMR185W,947,979
YMR185W,733,840
YMR186W,183,692
YMR186W,26,180
YMR188C,8,75
YMR189W,542,800
YMR189W,69,511
YMR190C,1271,1349
YMR190C,890,994
YMR190C,1081,1196
YMR190C,1007,1073
YMR190C,681,850
YMR192W,349,497
YMR193W,72,129
YMR194C-B,4,65
YMR194W,4,99
YMR197C,12,92
YMR197C,127,190
YMR198W,358,485
YMR199W,41,192
YMR200W,31,253
YMR201C,223,273
YMR202W,14,220
YMR203W,59,354
YMR204C,79,260
YMR205C,588,878
YMR205C,199,506
YMR206W,4,309
YMR207C,375,481
YMR207C,621,686
YMR207C,3,106
YMR207C,1469,2026
YMR207C,158,339
YMR207C,687,1369
YMR208W,134,210
YMR209C,196,456
YMR210W,151,392
YMR211W,119,293
YMR211W,2,113
YMR213W,11,56
YMR213W,349,412
YMR213W,64,106
YMR214W,23,85
YMR214W,169,232
YMR214W,142,363
YMR215W,17,352
YMR216C,159,303
YMR216C,545,706
YMR217W,16,195
YMR217W,433,524
YMR217W,224,290
YMR218C,976,1089
YMR220W,149,216
YMR220W,359,415
YMR221C,60,440
YMR222C,2,214
YMR223W,138,465
YMR223W,46,105
YMR224C,9,245
YMR224C,292,474
YMR225C,13,63
YMR226C,14,205
YMR227C,112,304
YMR228W,12,316
YMR229C,1175,1245
YMR229C,605,676
YMR229C,1263,1336
YMR230W,3,93
YMR231W,977,1022
YMR233W,124,193
YMR233W,7,55
YMR234W,186,345
YMR234W,7,49
YMR234W,108,153
YMR235C,45,63
YMR235C,106,121
YMR236W,27,151
YMR237W,85,511
YMR238W,36,402
YMR239C,370,433
YMR239C,238,327
YMR240C,143,275
YMR240C,290,335
YMR241W,22,90
YMR241W,110,198
YMR241W,213,303
YMR242C,5,127
YMR243C,13,295
YMR244C-A,16,91
YMR244W,48,304
YMR246W,83,556
YMR247C,1507,1555
YMR250W,70,412
YMR251W,46,179
YMR251W,229,320
YMR253C,102,214
YMR253C,246,378
YMR256C,3,54
YMR259C,615,839
YMR260C,32,94
YMR261C,785,1010
YMR261C,288,764
YMR262W,5,303
YMR263W,154,189
YMR264W,67,105
YMR265C,59,253
YMR266W,194,376
YMR266W,819,912
YMR266W,389,660
YMR266W,23,171
YMR267W,78,264
YMR268C,425,443
YMR268C,119,188
YMR268C,212,282
YMR268C,43,109
YMR268C,312,392
YMR270C,47,111
YMR271C,51,169
YMR272C,14,90
YMR272C,229,370
YMR273C,843,893
YMR274C,142,254
YMR275C,112,542
YMR275C,690,973
YMR276W,5,74
YMR276W,332,368
YMR277W,500,580
YMR277W,176,345
YMR278W,348,457
YMR278W,568,596
YMR278W,227,334
YMR278W,53,192
YMR279C,77,477
YMR280C,68,104
YMR280C,403,692
YMR281W,59,185
YMR282C,318,426
YMR283C,35,318
YMR283C,403,512
YMR284W,494,558
YMR284W,32,267
YMR284W,279,466
YMR285C,115,504
YMR286W,4,54
YMR287C,522,854
YMR289W,112,367
YMR290C,425,485
YMR290C,66,238
YMR290C,279,383
YMR291W,41,351
YMR292W,18,112
YMR293C,6,457
YMR294W,172,363
YMR295C,49,118
YMR296C,145,545
YMR297W,123,528
YMR297W,1,106
YMR299C,159,251
YMR300C,287,401
YMR300C,68,168
YMR301C,112,389
YMR301C,452,601
YMR302C,364,814
YMR302C,200,266
YMR303C,31,137
YMR303C,182,310
YMR304W,205,533
YMR304W,966,1217
YMR304W,649,936
YMR305C,250,389
YMR306W,182,290
YMR306W,694,1540
YMR307W,378,452
YMR307W,20,330
YMR308C,381,435
YMR309C,93,243
YMR309C,243,639
YMR309C,651,780
YMR310C,20,313
YMR311C,91,220
YMR313C,70,194
YMR313C,204,297
YMR314W,29,216
YMR314W,6,28
YMR315W,139,249
YMR315W,4,125
YMR318C,34,149
YMR318C,190,315
YMR319C,454,527
YMR319C,349,404
YMR321C,13,101
YMR323W,3,134
YMR323W,145,432
YMR325W,26,117
YMR326C,1,80
YNL001W,1,134
YNL001W,278,376
YNL001W,142,274
YNL002C,142,194
YNL003C,94,182
YNL003C,187,275
YNL003C,3,73
YNL004W,163,230
YNL004W,378,446
YNL004W,263,331
YNL005C,28,109
YNL006W,198,235
YNL006W,242,278
YNL006W,114,144
YNL006W,66,103
YNL007C,182,337
YNL007C,7,65
YNL008C,622,668
YNL009W,5,399
YNL010W,6,188
YNL011C,3,429
YNL012W,84,175
YNL012W,242,630
YNL014W,446,572
YNL014W,685,925
YNL016W,77,145
YNL016W,164,234
YNL016W,344,407
YNL020C,25,294
YNL021W,83,393
YNL021W,459,657
YNL022C,236,339
YNL023C,579,605
YNL023C,608,634
YNL023C,468,485
YNL023C,362,380
YNL023C,216,234
YNL023C,734,794
YNL024C,34,217
YNL024C-A,10,45
YNL025C,48,175
YNL026W,170,483
YNL027W,569,591
YNL029C,77,264
YNL029C,309,423
YNL032W,116,276
YNL035C,139,177
YNL035C,289,320
YNL036W,52,208
YNL037C,30,353
YNL038W,123,197
YNL039W,410,490
YNL040W,227,271
YNL040W,37,116
YNL041C,195,832
YNL042W,12,384
YNL044W,32,172
YNL045W,65,432
YNL045W,509,669
YNL047C,447,554
YNL048W,293,466
YNL048W,73,274
YNL049C,161,196
YNL049C,234,504
YNL049C,510,591
YNL049C,731,805
YNL049C,603,705
YNL050C,116,250
YNL051W,14,146
YNL052W,23,149
YNL053W,242,371
YNL054W,675,1000
YNL054W,421,516
YNL054W-A,17,114
YNL054W-B,1274,1481
YNL054W-B,663,781
YNL054W-B,17,114
YNL055C,3,276
YNL056W,3,163
YNL059C,480,743
YNL059C,37,230
YNL061W,253,334
YNL061W,338,547
YNL062C,6,329
YNL063W,113,202
YNL064C,7,67
YNL064C,143,208
YNL064C,116,336
YNL065W,107,510
YNL066W,165,407
YNL067W,97,178
YNL067W,12,85
YNL068C,84,172
YNL068C,340,424
YNL069C,6,115
YNL070W,14,54
YNL071W,37,108
YNL071W,174,209
YNL071W,250,482
YNL072W,36,251
YNL073W,102,192
YNL073W,214,568
YNL075W,93,259
YNL076W,38,64
YNL077W,179,411
YNL077W,7,68
YNL077W,206,268
YNL079C,67,187
YNL080C,134,344
YNL081C,5,110
YNL082W,25,116
YNL082W,676,827
YNL082W,259,356
YNL083W,17,78
YNL083W,231,335
YNL083W,345,402
YNL083W,89,107
YNL084C,186,264
YNL084C,1,103
YNL084C,273,345
YNL085W,401,490
YNL085W,1,102
YNL085W,574,824
YNL086W,21,100
YNL087W,523,618
YNL087W,651,744
YNL087W,378,471
YNL087W,983,1084
YNL088W,247,374
YNL088W,445,543
YNL088W,58,204
YNL088W,559,688
YNL088W,690,1160
YNL090W,9,176
YNL091W,6,160
YNL092W,90,395
YNL093W,14,179
YNL094W,330,425
YNL095C,14,557
YNL096C,10,186
YNL097C,10,110
YNL098C,12,171
YNL099C,67,234
YNL101W,296,710
YNL102W,778,1229
YNL102W,376,719
YNL102W,1270,1463
YNL102W,11,76
YNL104C,61,342
YNL104C,456,594
YNL106C,596,874
YNL106C,61,400
YNL107W,40,120
YNL108C,6,183
YNL110C,93,162
YNL111C,7,77
YNL112W,347,455
YNL112W,137,308
YNL113W,61,133
YNL115C,348,619
YNL115C,26,328
YNL116W,318,379
YNL116W,432,460
YNL117W,20,542
YNL118C,106,218
YNL118C,18,99
YNL119W,323,445
YNL121C,99,131
YNL121C,398,430
YNL122C,55,112
YNL123W,104,250
YNL123W,869,944
YNL123W,291,375
YNL123W,392,469
YNL124W,122,270
YNL125C,216,547
YNL126W,190,738
YNL127W,812,930
YNL127W,585,795
YNL127W,219,487
YNL128W,170,228
YNL129W,9,163
YNL130C,46,121
YNL131W,1,141
YNL132W,536,766
YNL132W,281,493
YNL132W,773,1007
YNL132W,108,202
YNL133C,29,106
YNL134C,186,304
YNL135C,20,111
YNL136W,9,132
YNL137C,104,149
YNL138W,15,347
YNL138W,369,524
YNL138W-A,3,74
YNL139C,29,656
YNL139C,1113,1192
YNL139C,658,732
YNL139C,939,1107
YNL141W,10,336
YNL142W,34,444
YNL147W,29,103
YNL148C,166,228
YNL148C,1,89
YNL149C,15,66
YNL151C,5,236
YNL152W,11,116
YNL153C,19,123
YNL154C,76,293
YNL155W,18,51
YNL156C,116,261
YNL157W,27,106
YNL158W,14,188
YNL161W,352,505
YNL161W,568,672
YNL163C,18,297
YNL163C,583,658
YNL163C,677,739
YNL163C,974,1054
YNL167C,427,478
YNL167C,9,30
YNL168C,11,233
YNL169C,183,492
YNL172W,87,315
YNL173C,8,87
YNL175C,241,311
YNL177C,169,268
YNL178W,20,93
YNL178W,107,188
YNL180C,5,216
YNL181W,54,192
YNL183C,441,742
YNL185C,73,156
YNL185C,10,68
YNL186W,363,730
YNL189W,163,201
YNL189W,330,370
YNL189W,289,327
YNL189W,121,160
YNL189W,372,411
YNL189W,249,285
YNL189W,205,244
YNL189W,17,108
YNL189W,471,523
YNL189W,418,455
YNL191W,17,174
YNL192W,454,619
YNL192W,376,453
YNL194C,9,206
YNL197C,540,612
YNL200C,29,204
YNL201C,193,392
YNL202W,40,268
YNL204C,18,121
YNL206C,221,307
YNL207W,108,286
YNL207W,8,91
YNL208W,47,85
YNL209W,9,610
YNL210W,189,262
YNL211C,7,71
YNL212W,1,180
YNL212W,193,775
YNL213C,76,127
YNL215W,237,311
YNL216W,742,823
YNL216W,448,579
YNL216W,362,411
YNL216W,127,207
YNL217W,64,175
YNL218W,173,291
YNL218W,410,556
YNL218W,326,409
YNL219C,11,414
YNL220W,4,427
YNL221C,62,300
YNL221C,555,661
YNL222W,9,206
YNL223W,84,371
YNL224C,597,654
YNL224C,721,764
YNL225C,444,575
YNL227C,338,363
YNL227C,5,67
YNL229C,113,189
YNL229C,223,345
YNL230C,19,112
YNL231C,138,290
YNL231C,47,109
YNL232W,132,237
YNL234W,204,263
YNL236W,179,970
YNL237W,177,412
YNL238W,505,590
YNL238W,166,445
YNL239W,5,450
YNL240C,96,420
YNL241C,16,196
YNL241C,198,484
YNL242W,785,921
YNL242W,1489,1586
YNL243W,7,269
YNL243W,809,962
YNL244C,24,98
YNL245C,73,153
YNL245C,11,47
YNL246W,35,166
YNL247W,50,474
YNL248C,33,411
YNL249C,9,177
YNL249C,261,469
YNL250W,6,253
YNL250W,666,717
YNL251C,341,396
YNL251C,62,137
YNL252C,23,150
YNL253W,249,281
YNL254C,219,364
YNL255C,24,39
YNL255C,48,63
YNL255C,136,152
YNL255C,117,132
YNL255C,5,21
YNL255C,93,109
YNL255C,66,82
YNL256W,149,255
YNL256W,24,125
YNL256W,301,434
YNL256W,507,804
YNL257C,311,421
YNL257C,775,944
YNL257C,19,215
YNL258C,453,753
YNL258C,6,360
YNL259C,9,66
YNL260C,53,91
YNL261W,187,474
YNL261W,31,168
YNL262W,123,442
YNL262W,1530,1919
YNL262W,803,868
YNL263C,60,313
YNL264C,142,291
YNL264C,49,115
YNL265C,13,183
YNL267W,122,171
YNL267W,30,114
YNL267W,792,1006
YNL268W,114,577
YNL270C,74,539
YNL271C,297,457
YNL271C,1350,1741
YNL271C,512,707
YNL272C,80,167
YNL273W,45,366
YNL274C,125,303
YNL274C,65,334
YNL275W,233,498
YNL275W,59,226
YNL277W,66,436
YNL278W,78,203
YNL280C,8,438
YNL281W,13,147
YNL282W,14,170
YNL283C,28,108
YNL284C,86,211
YNL284C-A,17,114
YNL284C-B,1280,1480
YNL284C-B,663,781
YNL284C-B,17,114
YNL286W,47,124
YNL287W,670,818
YNL287W,20,559
YNL287W,821,932
YNL288W,109,367
YNL289W,19,151
YNL290W,49,166
YNL290W,239,325
YNL291C,100,536
YNL292W,62,193
YNL293W,425,474
YNL293W,227,388
YNL294C,16,361
YNL295W,111,242
YNL297C,203,366
YNL297C,10,179
YNL297C,936,1081
YNL298W,588,825
YNL298W,63,175
YNL298W,184,241
YNL299W,201,309
YNL299W,368,428
YNL301C,2,186
YNL302C,5,141
YNL304W,201,318
YNL305C,48,290
YNL307C,36,327
YNL308C,444,543
YNL308C,302,395
YNL310C,71,133
YNL311C,59,101
YNL312W,69,157
YNL312W,179,268
YNL313C,638,669
YNL315C,40,310
YNL316C,8,226
YNL317W,175,205
YNL317W,210,247
YNL317W,132,162
YNL317W,345,377
YNL318C,63,537
YNL320W,104,200
YNL321W,240,296
YNL321W,531,699
YNL321W,745,901
YNL322C,221,286
YNL323W,94,401
YNL325C,104,422
YNL326C,103,222
YNL329C,768,899
YNL329C,480,618
YNL330C,38,324
YNL331C,31,340
YNL332W,16,238
YNL333W,4,211
YNL334C,7,216
YNL336W,256,353
YNL336W,68,167
YNL337W,1,84
YNL339C,1094,1197
YNL339C,866,1025
YNL339C,36,152
YNR001C,83,461
YNR002C,70,275
YNR003C,4,316
YNR004W,1,146
YNR006W,301,317
YNR006W,173,229
YNR006W,258,274
YNR006W,5,145
YNR007C,283,307
YNR007C,173,235
YNR007C,2,151
YNR008W,202,624
YNR009W,103,127
YNR010W,64,145
YNR011C,230,385
YNR011C,619,693
YNR011C,742,862
YNR011C,427,557
YNR012W,291,474
YNR012W,58,247
YNR013C,439,885
YNR013C,1,42
YNR013C,70,257
YNR014W,10,208
YNR015W,32,352
YNR016C,1574,2130
YNR016C,768,1479
YNR016C,59,180
YNR016C,702,767
YNR016C,457,563
YNR016C,233,413
YNR017W,97,207
YNR018W,124,164
YNR019W,215,641
YNR020C,91,266
YNR021W,44,394
YNR024W,9,183
YNR027W,80,243
YNR028W,68,210
YNR029C,362,427
YNR029C,72,273
YNR030W,9,385
YNR031C,1267,1558
YNR032C-A,11,70
YNR032W,44,248
YNR033W,299,450
YNR033W,500,778
YNR033W,19,224
YNR034W,87,294
YNR034W-A,7,81
YNR035C,56,315
YNR036C,45,150
YNR037C,10,85
YNR038W,222,390
YNR038W,439,563
YNR041C,104,350
YNR043W,105,163
YNR046W,2,124
YNR047W,496,777
YNR048W,66,362
YNR049C,29,70
YNR050C,5,119
YNR050C,123,438
YNR051C,8,140
YNR052C,163,280
YNR053C,318,389
YNR053C,41,171
YNR055C,71,507
YNR056C,45,547
YNR057C,14,216
YNR058W,36,470
YNR059W,197,472
YNR060W,530,698
YNR060W,425,524
YNR060W,274,389
YNR061C,13,132
YNR063W,213,418
YNR063W,15,52
YNR064C,30,274
YNR065C,753,921
YNR065C,1,84
YNR065C,97,259
YNR065C,305,751
YNR066C,55,429
YNR067C,417,1107
YNR068C,5,269
YNR069C,61,462
YNR070W,748,898
YNR070W,593,682
YNR070W,46,207
YNR070W,373,581
YNR070W,1045,1255
YNR071C,12,339
YNR072W,60,520
YNR074C,7,285
YNR075W,262,346
YNR075W,61,158
YNR077C,1,84
YOL001W,34,170
YOL002C,74,297
YOL003C,77,203
YOL004W,427,471
YOL004W,240,284
YOL004W,682,724
YOL004W,1138,1410
YOL004W,750,845
YOL005C,31,102
YOL006C,143,361
YOL006C,699,769
YOL006C,364,589
YOL008W,52,185
YOL010W,184,284
YOL010W,10,336
YOL011W,105,592
YOL012C,100,133
YOL012C,21,99
YOL013C,348,400
YOL016C,49,309
YOL017W,285,323
YOL018C,280,331
YOL019W,8,175
YOL020W,86,541
YOL021C,531,860
YOL021C,252,399
YOL021C,88,206
YOL021C,913,997
YOL022C,234,404
YOL023W,460,559
YOL023W,146,311
YOL023W,64,114
YOL026C,15,91
YOL027C,84,354
YOL028C,129,184
YOL028C,50,66
YOL030W,21,331
YOL031C,123,421
YOL032W,1,240
YOL033W,45,364
YOL034W,42,1048
YOL038W,27,215
YOL038W,4,26
YOL039W,17,105
YOL040C,43,128
YOL041C,281,347
YOL042W,30,353
YOL043C,153,300
YOL045W,842,1099
YOL048C,93,318
YOL049W,9,490
YOL049W,219,320
YOL051W,509,620
YOL051W,9,86
YOL052C,26,391
YOL054W,30,71
YOL055C,33,283
YOL055C,340,549
YOL056W,9,86
YOL056W,191,278
YOL056W,110,164
YOL057W,158,710
YOL058W,7,407
YOL059W,283,428
YOL059W,85,250
YOL060C,66,233
YOL061W,275,492
YOL061W,6,101
YOL062C,198,490
YOL063C,126,948
YOL064C,41,352
YOL065C,12,313
YOL066C,434,540
YOL066C,169,318
YOL067C,13,97
YOL068C,49,207
YOL068C,208,419
YOL069W,5,147
YOL071W,66,141
YOL072W,297,428
YOL075C,46,213
YOL075C,359,570
YOL075C,710,867
YOL075C,1021,1217
YOL076W,269,591
YOL077C,38,223
YOL077W-A,1,64
YOL078W,1065,1169
YOL078W,638,786
YOL080C,122,273
YOL081W,1785,1890
YOL082W,195,415
YOL083W,163,412
YOL084W,9,160
YOL084W,892,984
YOL084W,183,370
YOL084W,383,656
YOL086C,32,137
YOL086C,182,310
YOL086W-A,9,83
YOL087C,895,1099
YOL088C,34,94
YOL089C,134,171
YOL089C,389,652
YOL090W,141,285
YOL090W,491,586
YOL090W,301,627
YOL090W,684,879
YOL090W,19,112
YOL092W,212,270
YOL092W,13,70
YOL093W,105,276
YOL094C,231,315
YOL094C,45,162
YOL095C,270,630
YOL095C,16,245
YOL096C,106,271
YOL097C,257,388
YOL098C,194,320
YOL098C,55,142
YOL100W,180,443
YOL101C,61,288
YOL102C,9,191
YOL103W,113,568
YOL103W-A,17,114
YOL103W-B,663,781
YOL103W-B,1280,1480
YOL103W-B,17,114
YOL105C,42,122
YOL105C,334,410
YOL107W,72,170
YOL110W,72,230
YOL111C,80,150
YOL111C,8,59
YOL112W,151,387
YOL113W,123,179
YOL113W,4,114
YOL113W,395,638
YOL114C,67,199
YOL115W,204,316
YOL115W,371,431
YOL116W,278,356
YOL119C,105,425
YOL121C,5,141
YOL122C,98,491
YOL123W,245,313
YOL123W,162,219
YOL124C,184,297
YOL125W,72,96
YOL125W,19,47
YOL125W,179,473
YOL126C,15,169
YOL126C,179,370
YOL127W,61,126
YOL127W,4,53
YOL128C,43,329
YOL129W,8,178
YOL130W,456,641
YOL130W,682,793
YOL132W,17,335
YOL133W,53,111
YOL135C,10,203
YOL136C,85,324
YOL137W,85,410
YOL138C,363,396
YOL138C,252,287
YOL138C,1289,1335
YOL139C,38,195
YOL140W,34,418
YOL141W,439,486
YOL141W,7,242
YOL142W,153,200
YOL143C,18,161
YOL144W,9,76
YOL145C,224,251
YOL145C,732,763
YOL146W,45,174
YOL147C,12,233
YOL148C,123,342
YOL149W,19,77
YOL149W,137,219
YOL151W,5,256
YOL152W,327,414
YOL152W,423,595
YOL152W,161,280
YOL154W,11,248
YOL155C,337,629
YOL156W,64,526
YOL157C,37,400
YOL158C,90,494
YOL161C,22,114
YOL164W,111,337
YOL164W,520,641
YOL164W,374,512
YOL165C,2,117
YOL166W-A,1,47
YOR001W,214,380
YOR001W,440,505
YOR001W,15,100
YOR002W,47,528
YOR003W,204,426
YOR003W,70,167
YOR004W,51,150
YOR005C,683,767
YOR005C,20,214
YOR005C,256,466
YOR005C,839,928
YOR006C,46,80
YOR006C,84,210
YOR007C,171,203
YOR007C,4,70
YOR007C,107,167
YOR008C,24,100
YOR009W,13,113
YOR010C,13,113
YOR010C,207,224
YOR011W,591,668
YOR011W,370,579
YOR011W,1062,1273
YOR011W,49,199
YOR011W,776,906
YOR014W,277,710
YOR016C,29,199
YOR017W,242,539
YOR018W,150,216
YOR018W,232,395
YOR020C,11,103
YOR020W-A,1,81
YOR021C,2,206
YOR022C,519,604
YOR022C,640,699
YOR025W,60,287
YOR026W,253,279
YOR027W,337,363
YOR027W,430,463
YOR027W,11,36
YOR027W,75,106
YOR028C,236,294
YOR030W,86,459
YOR032C,268,342
YOR033C,139,227
YOR033C,1,98
YOR034C,167,250
YOR034C,442,580
YOR034C,56,148
YOR035C,173,316
YOR036W,232,282
YOR036W,34,140
YOR037W,141,180
YOR038C,581,824
YOR039W,38,220
YOR040W,199,283
YOR040W,26,81
YOR042W,100,139
YOR045W,17,61
YOR046C,117,278
YOR046C,319,431
YOR048C,1,253
YOR049C,37,282
YOR051C,1,410
YOR052C,85,123
YOR054C,293,568
YOR056C,12,102
YOR056C,294,368
YOR057W,322,395
YOR057W,186,267
YOR058C,121,800
YOR059C,3,211
YOR061W,50,334
YOR063W,1,366
YOR065W,76,293
YOR067C,52,564
YOR069W,440,672
YOR069W,282,389
YOR070C,285,508
YOR071C,34,467
YOR073W,367,390
YOR073W,43,86
YOR074C,11,304
YOR075W,3,90
YOR076C,269,483
YOR077W,49,176
YOR077W,24,48
YOR078W,111,208
YOR079C,5,306
YOR080W,209,240
YOR081C,47,175
YOR081C,183,384
YOR083W,181,205
YOR084W,55,335
YOR085W,27,340
YOR086C,992,1085
YOR086C,659,754
YOR086C,535,621
YOR086C,386,482
YOR089C,9,171
YOR090C,183,464
YOR091W,219,309
YOR092W,14,528
YOR093C,172,441
YOR093C,6,120
YOR093C,581,640
YOR094W,6,177
YOR095C,75,251
YOR096W,9,186
YOR099W,58,341
YOR100C,36,129
YOR100C,139,224
YOR100C,237,325
YOR101W,12,171
YOR103C,24,130
YOR106W,226,278
YOR106W,30,114
YOR107W,43,154
YOR108W,60,341
YOR108W,455,594
YOR109W,572,849
YOR109W,61,375
YOR110W,6,188
YOR110W,317,350
YOR111W,21,225
YOR113W,649,668
YOR113W,621,643
YOR115C,47,264
YOR116C,11,368
YOR116C,855,1382
YOR116C,540,717
YOR116C,370,537
YOR116C,744,848
YOR117W,219,351
YOR118W,356,515
YOR119C,89,299
YOR120W,23,292
YOR122C,1,126
YOR123C,170,335
YOR124C,585,641
YOR124C,658,719
YOR124C,529,577
YOR124C,736,1255
YOR125C,52,233
YOR126C,8,198
YOR127W,805,981
YOR127W,70,125
YOR128C,115,285
YOR128C,405,550
YOR129C,29,188
YOR129C,347,469
YOR130C,15,101
YOR130C,211,290
YOR130C,108,199
YOR131C,16,178
YOR132W,110,223
YOR134W,76,232
YOR136W,38,365
YOR137C,310,553
YOR138C,3,38
YOR140W,65,205
YOR141C,264,742
YOR142W,35,127
YOR142W,181,308
YOR142W-A,17,114
YOR142W-B,663,781
YOR142W-B,1280,1480
YOR142W-B,17,114
YOR143C,57,211
YOR143C,250,305
YOR147W,90,165
YOR147W,224,434
YOR148C,93,151
YOR149C,6,400
YOR150W,16,139
YOR151C,42,455
YOR151C,753,1124
YOR151C,1126,1218
YOR151C,481,543
YOR151C,681,745
YOR151C,580,641
YOR151C,220,407
YOR153W,1186,1401
YOR153W,46,152
YOR153W,176,336
YOR153W,888,1039
YOR153W,504,715
YOR153W,726,816
YOR154W,204,329
YOR155C,1,443
YOR156C,334,382
YOR156C,155,289
YOR156C,44,77
YOR157C,222,257
YOR157C,27,207
YOR159C,19,91
YOR160W,100,253
YOR161C,187,510
YOR162C,52,87
YOR163W,32,175
YOR164C,46,308
YOR165W,43,775
YOR166C,132,274
YOR167C,6,66
YOR168W,5,163
YOR168W,251,564
YOR168W,166,236
YOR168W,568,746
YOR171C,229,358
YOR172W,29,65
YOR173W,9,129
YOR173W,159,280
YOR174W,68,234
YOR175C,111,445
YOR176W,39,357
YOR178C,239,359
YOR179C,24,186
YOR180C,15,242
YOR181W,14,123
YOR181W,544,571
YOR184W,11,383
YOR185C,15,171
YOR187W,46,239
YOR187W,337,435
YOR187W,263,332
YOR188W,68,472
YOR190W,109,307
YOR191W,960,1281
YOR191W,1447,1558
YOR192C,35,467
YOR192C-A,17,114
YOR192C-B,1295,1495
YOR192C-B,17,114
YOR192C-B,579,641
YOR192C-B,659,777
YOR194C,9,154
YOR194C,167,285
YOR195W,742,818
YOR196C,69,155
YOR196C,179,339
YOR197W,136,425
YOR201C,125,197
YOR201C,244,405
YOR202W,57,200
YOR204W,385,494
YOR204W,166,350
YOR205C,218,308
YOR206W,353,663
YOR207C,202,378
YOR207C,56,431
YOR207C,637,677
YOR207C,684,1056
YOR207C,555,615
YOR207C,1058,1142
YOR207C,457,520
YOR208W,409,736
YOR209C,172,415
YOR210W,1,59
YOR211C,213,386
YOR212W,175,208
YOR212W,382,419
YOR212W,214,256
YOR212W,84,120
YOR213C,31,110
YOR215C,32,154
YOR216C,401,419
YOR217W,154,230
YOR217W,621,776
YOR217W,350,449
YOR219C,716,920
YOR219C,249,622
YOR222W,121,199
YOR222W,212,301
YOR222W,9,109
YOR223W,153,290
YOR223W,25,125
YOR224C,7,146
YOR226C,27,150
YOR228C,68,167
YOR228C,182,275
YOR231W,223,488
YOR232W,55,224
YOR233W,48,313
YOR234C,7,101
YOR236W,11,163
YOR237W,19,371
YOR239W,439,543
YOR243C,217,658
YOR244W,223,400
YOR244W,22,74
YOR245C,186,412
YOR245C,84,143
YOR246C,90,175
YOR246C,17,65
YOR249C,302,390
YOR250C,28,118
YOR250C,341,445
YOR250C,130,335
YOR251C,11,124
YOR251C,183,292
YOR252W,22,167
YOR253W,51,131
YOR254C,125,192
YOR256C,668,799
YOR256C,425,603
YOR257W,22,85
YOR257W,96,158
YOR258W,16,139
YOR258W,153,211
YOR259C,218,351
YOR261C,165,293
YOR261C,5,116
YOR262W,7,260
YOR265W,6,91
YOR267C,218,429
YOR269W,288,321
YOR269W,330,385
YOR269W,408,443
YOR269W,244,283
YOR270C,32,822
YOR271C,16,327
YOR272W,104,131
YOR272W,198,235
YOR272W,8,72
YOR272W,135,171
YOR272W,368,404
YOR273C,100,505
YOR274W,49,303
YOR275C,389,648
YOR275C,4,356
YOR276W,3,153
YOR278W,22,265
YOR280C,1,221
YOR283W,19,206
