,median_tAI,median_deltaG,dlogPPR_dtAI,dlogPPR_ddeltaG
YPR035W,0.5483988229859811,-0.41969,1.4114231642,-0.7873692070099219
YPR036W,0.4241436243651888,-0.520015,1.6419880727,-0.5018083946435896
YPR041W,0.4786039131336132,-0.46623000000000003,1.5183804614,-0.6269679410854072
YPR060C,0.45000452696350624,-0.26830999999999994,1.0635246757999999,-0.5612414037769908
YPR069C,0.516974479393331,-0.28436,1.1004104648,-0.7151504090521654
YPR074C,0.5409158092969137,-0.7674099999999999,2.2105463137999997,-0.7701718946099811
YPR088C,0.4354103010777409,-0.5721499999999999,1.7618036869999998,-0.5277012457308425
YPR093C,0.31993185688630515,-0.30833000000000005,1.1554978394000002,-0.2623109948589688
YPR097W,0.4063450720075928,-1.0513,2.8629766339999994,-0.4609041175864096
YPR103W,0.4311008063390104,-0.31706,1.1755609508,-0.5177972511121869
YPR108W,0.42876163232000825,-0.40931,1.3875680558,-0.5124214081651965
YPR109W,0.3230948558574477,-0.31974,1.1817200732,-0.26958013583446905
YPR110C,0.4634538054188223,-0.3559,1.264822262,-0.592150266537429
YPR113W,0.3882661039351175,-0.26027999999999996,1.0450702904,-0.4193553947416083
YPR118W,0.4024303654257838,-0.43241,1.4406560138,-0.4519074172142278
YPR125W,0.40812451921918835,-0.4574,1.498087532,-0.4649936075791543
YPR133C,0.422907864112764,-0.39132,1.3462237976,-0.4989683951466719
YPR143W,0.47424875030248365,-0.21644999999999998,0.9443410609999999,-0.6169589929701618
YPR145W,0.4994837786901241,-0.591395,1.8060321611,-0.6749536305100694
YPR149W,0.4604936324630721,-0.27791000000000005,1.0855872038,-0.585347256253983
YPR155C,0.3688034510383388,-0.635465,1.9073129537,-0.3746267151072894
YPR159W,0.4093935816230904,-0.8756,2.459186408,-0.4679101414145539
YPR160W,0.4593922776203784,-0.98712,2.7154794416,-0.5828161445816011
YPR163C,0.5326032759258523,-0.49593,1.5866364074,-0.7510681966672752
YPR165W,0.4521387601763713,-0.30252999999999997,1.1421683954,-0.5661462558621329
YPR166C,0.4063253742326733,-0.12063,0.7241294534,-0.460858848554045
YPR167C,0.3899279535784564,-0.244635,1.0091152642999999,-0.4231746243549369
YPR173C,0.41761303920098036,-0.43429,1.4449765922,-0.4867999344309091
YPR174C,0.3227703818104859,-0.232185,0.9805029233,-0.2688344360692224
YPR180W,0.39259686102052943,-0.32276499999999997,1.1886720677,-0.42930825406016027
YPR181C,0.4365594580891686,-0.871605,2.4500051788999997,-0.5303422153913655
YPR183W,0.4224461169433037,-0.302,1.14095036,-0.49790721703676166
YPR184W,0.39553892461759277,-1.54453,3.9965079553999994,-0.4360696457776593
YPR189W,0.3894617274553856,-1.3215,3.4839448699999993,-0.42210315280341804
YPR190C,0.39932989943066277,-0.6234299999999999,1.8796543573999998,-0.4447819882735605
YPR191W,0.44916061516039707,-0.41090499999999996,1.3912336528999998,-0.5593019425493213
